x t u
0.967057 0.028621 -0.101099
0.970334 0.028621 -0.091164
0.973612 0.028621 -0.081190
0.976890 0.028621 -0.071182
0.980167 0.028621 -0.061143
0.983445 0.028621 -0.051079
0.986722 0.028621 -0.040993
0.990000 0.028621 -0.030889
0.010000 0.031724 0.030774
0.013278 0.031724 0.040839
0.016555 0.031724 0.050888
0.019833 0.031724 0.060915
0.023110 0.031724 0.070916
0.026388 0.031724 0.080887
0.029666 0.031724 0.090824
0.032943 0.031724 0.100722
0.036221 0.031724 0.110577
0.039498 0.031724 0.120386
0.042776 0.031724 0.130144
0.046054 0.031724 0.139846
0.049331 0.031724 0.149489
0.052609 0.031724 0.159069
0.055886 0.031724 0.168581
0.059164 0.031724 0.178021
0.062441 0.031724 0.187387
0.065719 0.031724 0.196672
0.068997 0.031724 0.205875
0.072274 0.031724 0.214990
0.075552 0.031724 0.224013
0.078829 0.031724 0.232942
0.082107 0.031724 0.241772
0.085385 0.031724 0.250500
0.088662 0.031724 0.259121
0.091940 0.031724 0.267633
0.095217 0.031724 0.276030
0.098495 0.031724 0.284311
0.101773 0.031724 0.292471
0.105050 0.031724 0.300508
0.108328 0.031724 0.308417
0.111605 0.031724 0.316194
0.114883 0.031724 0.323838
0.118161 0.031724 0.331345
0.121438 0.031724 0.338711
0.124716 0.031724 0.345933
0.127993 0.031724 0.353009
0.131271 0.031724 0.359935
0.134548 0.031724 0.366708
0.137826 0.031724 0.373326
0.141104 0.031724 0.379786
0.144381 0.031724 0.386084
0.147659 0.031724 0.392219
0.150936 0.031724 0.398187
0.154214 0.031724 0.403987
0.157492 0.031724 0.409615
0.160769 0.031724 0.415069
0.164047 0.031724 0.420348
0.167324 0.031724 0.425448
0.170602 0.031724 0.430368
0.173880 0.031724 0.435105
0.177157 0.031724 0.439658
0.180435 0.031724 0.444024
0.183712 0.031724 0.448202
0.186990 0.031724 0.452190
0.190268 0.031724 0.455986
0.193545 0.031724 0.459589
0.196823 0.031724 0.462997
0.200100 0.031724 0.466208
0.203378 0.031724 0.469222
0.206656 0.031724 0.472037
0.209933 0.031724 0.474651
0.213211 0.031724 0.477065
0.216488 0.031724 0.479276
0.219766 0.031724 0.481283
0.223043 0.031724 0.483087
0.226321 0.031724 0.484686
0.229599 0.031724 0.486079
0.232876 0.031724 0.487266
0.236154 0.031724 0.488246
0.239431 0.031724 0.489020
0.242709 0.031724 0.489586
0.245987 0.031724 0.489944
0.249264 0.031724 0.490095
0.252542 0.031724 0.490037
0.255819 0.031724 0.489772
0.259097 0.031724 0.489299
0.262375 0.031724 0.488619
0.265652 0.031724 0.487732
0.268930 0.031724 0.486637
0.272207 0.031724 0.485337
0.275485 0.031724 0.483830
0.278763 0.031724 0.482118
0.282040 0.031724 0.480202
0.285318 0.031724 0.478082
0.288595 0.031724 0.475760
0.291873 0.031724 0.473235
0.295151 0.031724 0.470510
0.298428 0.031724 0.467586
0.301706 0.031724 0.464463
0.304983 0.031724 0.461143
0.308261 0.031724 0.457628
0.311538 0.031724 0.453918
0.314816 0.031724 0.450016
0.318094 0.031724 0.445923
0.321371 0.031724 0.441641
0.324649 0.031724 0.437172
0.327926 0.031724 0.432517
0.331204 0.031724 0.427679
0.334482 0.031724 0.422660
0.337759 0.031724 0.417461
0.341037 0.031724 0.412086
0.344314 0.031724 0.406535
0.347592 0.031724 0.400812
0.350870 0.031724 0.394919
0.354147 0.031724 0.388859
0.357425 0.031724 0.382634
0.360702 0.031724 0.376246
0.363980 0.031724 0.369699
0.367258 0.031724 0.362995
0.370535 0.031724 0.356137
0.373813 0.031724 0.349129
0.377090 0.031724 0.341972
0.380368 0.031724 0.334670
0.383645 0.031724 0.327226
0.386923 0.031724 0.319643
0.390201 0.031724 0.311925
0.393478 0.031724 0.304075
0.396756 0.031724 0.296095
0.400033 0.031724 0.287990
0.403311 0.031724 0.279763
0.406589 0.031724 0.271417
0.409866 0.031724 0.262956
0.413144 0.031724 0.254384
0.416421 0.031724 0.245704
0.419699 0.031724 0.236919
0.422977 0.031724 0.228034
0.426254 0.031724 0.219053
0.429532 0.031724 0.209978
0.432809 0.031724 0.200815
0.436087 0.031724 0.191566
0.439365 0.031724 0.182236
0.442642 0.031724 0.172828
0.445920 0.031724 0.163348
0.449197 0.031724 0.153798
0.452475 0.031724 0.144183
0.455753 0.031724 0.134507
0.459030 0.031724 0.124773
0.462308 0.031724 0.114987
0.465585 0.031724 0.105152
0.468863 0.031724 0.095273
0.472140 0.031724 0.085353
0.475418 0.031724 0.075397
0.478696 0.031724 0.065409
0.481973 0.031724 0.055393
0.485251 0.031724 0.045353
0.488528 0.031724 0.035295
0.491806 0.031724 0.025221
0.495084 0.031724 0.015137
0.498361 0.031724 0.005046
0.501639 0.031724 -0.005046
0.504916 0.031724 -0.015137
0.508194 0.031724 -0.025221
0.511472 0.031724 -0.035295
0.514749 0.031724 -0.045353
0.518027 0.031724 -0.055393
0.521304 0.031724 -0.065409
0.524582 0.031724 -0.075397
0.527860 0.031724 -0.085353
0.531137 0.031724 -0.095273
0.534415 0.031724 -0.105152
0.537692 0.031724 -0.114987
0.540970 0.031724 -0.124773
0.544247 0.031724 -0.134507
0.547525 0.031724 -0.144183
0.550803 0.031724 -0.153798
0.554080 0.031724 -0.163348
0.557358 0.031724 -0.172828
0.560635 0.031724 -0.182236
0.563913 0.031724 -0.191566
0.567191 0.031724 -0.200815
0.570468 0.031724 -0.209978
0.573746 0.031724 -0.219053
0.577023 0.031724 -0.228034
0.580301 0.031724 -0.236919
0.583579 0.031724 -0.245704
0.586856 0.031724 -0.254384
0.590134 0.031724 -0.262956
0.593411 0.031724 -0.271417
0.596689 0.031724 -0.279763
0.599967 0.031724 -0.287990
0.603244 0.031724 -0.296095
0.606522 0.031724 -0.304075
0.609799 0.031724 -0.311925
0.613077 0.031724 -0.319643
0.616355 0.031724 -0.327226
0.619632 0.031724 -0.334670
0.622910 0.031724 -0.341972
0.626187 0.031724 -0.349129
0.629465 0.031724 -0.356137
0.632742 0.031724 -0.362995
0.636020 0.031724 -0.369699
0.639298 0.031724 -0.376246
0.642575 0.031724 -0.382634
0.645853 0.031724 -0.388859
0.649130 0.031724 -0.394919
0.652408 0.031724 -0.400812
0.655686 0.031724 -0.406535
0.658963 0.031724 -0.412086
0.662241 0.031724 -0.417461
0.665518 0.031724 -0.422660
0.668796 0.031724 -0.427679
0.672074 0.031724 -0.432517
0.675351 0.031724 -0.437172
0.678629 0.031724 -0.441641
0.681906 0.031724 -0.445923
0.685184 0.031724 -0.450016
0.688462 0.031724 -0.453918
0.691739 0.031724 -0.457628
0.695017 0.031724 -0.461143
0.698294 0.031724 -0.464463
0.701572 0.031724 -0.467586
0.704849 0.031724 -0.470510
0.708127 0.031724 -0.473235
0.711405 0.031724 -0.475760
0.714682 0.031724 -0.478082
0.717960 0.031724 -0.480202
0.721237 0.031724 -0.482118
0.724515 0.031724 -0.483830
0.727793 0.031724 -0.485337
0.731070 0.031724 -0.486637
0.734348 0.031724 -0.487732
0.737625 0.031724 -0.488619
0.740903 0.031724 -0.489299
0.744181 0.031724 -0.489772
0.747458 0.031724 -0.490037
0.750736 0.031724 -0.490095
0.754013 0.031724 -0.489944
0.757291 0.031724 -0.489586
0.760569 0.031724 -0.489020
0.763846 0.031724 -0.488246
0.767124 0.031724 -0.487266
0.770401 0.031724 -0.486079
0.773679 0.031724 -0.484686
0.776957 0.031724 -0.483087
0.780234 0.031724 -0.481283
0.783512 0.031724 -0.479276
0.786789 0.031724 -0.477065
0.790067 0.031724 -0.474651
0.793344 0.031724 -0.472037
0.796622 0.031724 -0.469222
0.799900 0.031724 -0.466208
0.803177 0.031724 -0.462997
0.806455 0.031724 -0.459589
0.809732 0.031724 -0.455986
0.813010 0.031724 -0.452190
0.816288 0.031724 -0.448202
0.819565 0.031724 -0.444024
0.822843 0.031724 -0.439658
0.826120 0.031724 -0.435105
0.829398 0.031724 -0.430368
0.832676 0.031724 -0.425448
0.835953 0.031724 -0.420348
0.839231 0.031724 -0.415069
0.842508 0.031724 -0.409615
0.845786 0.031724 -0.403987
0.849064 0.031724 -0.398187
0.852341 0.031724 -0.392219
0.855619 0.031724 -0.386084
0.858896 0.031724 -0.379786
0.862174 0.031724 -0.373326
0.865452 0.031724 -0.366708
0.868729 0.031724 -0.359935
0.872007 0.031724 -0.353009
0.875284 0.031724 -0.345933
0.878562 0.031724 -0.338711
0.881839 0.031724 -0.331345
0.885117 0.031724 -0.323838
0.888395 0.031724 -0.316194
0.891672 0.031724 -0.308417
0.894950 0.031724 -0.300508
0.898227 0.031724 -0.292471
0.901505 0.031724 -0.284311
0.904783 0.031724 -0.276030
0.908060 0.031724 -0.267633
0.911338 0.031724 -0.259121
0.914615 0.031724 -0.250500
0.917893 0.031724 -0.241772
0.921171 0.031724 -0.232942
0.924448 0.031724 -0.224013
0.927726 0.031724 -0.214990
0.931003 0.031724 -0.205875
0.934281 0.031724 -0.196672
0.937559 0.031724 -0.187387
0.940836 0.031724 -0.178021
0.944114 0.031724 -0.168581
0.947391 0.031724 -0.159069
0.950669 0.031724 -0.149489
0.953946 0.031724 -0.139846
0.957224 0.031724 -0.130144
0.960502 0.031724 -0.120386
0.963779 0.031724 -0.110577
0.967057 0.031724 -0.100722
0.970334 0.031724 -0.090824
0.973612 0.031724 -0.080887
0.976890 0.031724 -0.070916
0.980167 0.031724 -0.060915
0.983445 0.031724 -0.050888
0.986722 0.031724 -0.040839
0.990000 0.031724 -0.030774
0.010000 0.034828 0.030647
0.013278 0.034828 0.040671
0.016555 0.034828 0.050678
0.019833 0.034828 0.060663
0.023110 0.034828 0.070623
0.026388 0.034828 0.080553
0.029666 0.034828 0.090449
0.032943 0.034828 0.100306
0.036221 0.034828 0.110121
0.039498 0.034828 0.119889
0.042776 0.034828 0.129606
0.046054 0.034828 0.139268
0.049331 0.034828 0.148872
0.052609 0.034828 0.158412
0.055886 0.034828 0.167885
0.059164 0.034828 0.177286
0.062441 0.034828 0.186613
0.065719 0.034828 0.195860
0.068997 0.034828 0.205025
0.072274 0.034828 0.214102
0.075552 0.034828 0.223089
0.078829 0.034828 0.231980
0.082107 0.034828 0.240774
0.085385 0.034828 0.249466
0.088662 0.034828 0.258051
0.091940 0.034828 0.266527
0.095217 0.034828 0.274891
0.098495 0.034828 0.283137
0.101773 0.034828 0.291264
0.105050 0.034828 0.299267
0.108328 0.034828 0.307143
0.111605 0.034828 0.314889
0.114883 0.034828 0.322501
0.118161 0.034828 0.329977
0.121438 0.034828 0.337312
0.124716 0.034828 0.344505
0.127993 0.034828 0.351552
0.131271 0.034828 0.358449
0.134548 0.034828 0.365194
0.137826 0.034828 0.371785
0.141104 0.034828 0.378218
0.144381 0.034828 0.384490
0.147659 0.034828 0.390599
0.150936 0.034828 0.396543
0.154214 0.034828 0.402319
0.157492 0.034828 0.407924
0.160769 0.034828 0.413356
0.164047 0.034828 0.418612
0.167324 0.034828 0.423691
0.170602 0.034828 0.428591
0.173880 0.034828 0.433308
0.177157 0.034828 0.437842
0.180435 0.034828 0.442191
0.183712 0.034828 0.446351
0.186990 0.034828 0.450323
0.190268 0.034828 0.454103
0.193545 0.034828 0.457691
0.196823 0.034828 0.461085
0.200100 0.034828 0.464283
0.203378 0.034828 0.467284
0.206656 0.034828 0.470088
0.209933 0.034828 0.472691
0.213211 0.034828 0.475095
0.216488 0.034828 0.477297
0.219766 0.034828 0.479296
0.223043 0.034828 0.481092
0.226321 0.034828 0.482684
0.229599 0.034828 0.484072
0.232876 0.034828 0.485254
0.236154 0.034828 0.486230
0.239431 0.034828 0.487001
0.242709 0.034828 0.487564
0.245987 0.034828 0.487921
0.249264 0.034828 0.488071
0.252542 0.034828 0.488014
0.255819 0.034828 0.487750
0.259097 0.034828 0.487279
0.262375 0.034828 0.486602
0.265652 0.034828 0.485718
0.268930 0.034828 0.484628
0.272207 0.034828 0.483333
0.275485 0.034828 0.481832
0.278763 0.034828 0.480128
0.282040 0.034828 0.478219
0.285318 0.034828 0.476108
0.288595 0.034828 0.473795
0.291873 0.034828 0.471281
0.295151 0.034828 0.468568
0.298428 0.034828 0.465655
0.301706 0.034828 0.462545
0.304983 0.034828 0.459239
0.308261 0.034828 0.455738
0.311538 0.034828 0.452044
0.314816 0.034828 0.448158
0.318094 0.034828 0.444082
0.321371 0.034828 0.439818
0.324649 0.034828 0.435367
0.327926 0.034828 0.430732
0.331204 0.034828 0.425913
0.334482 0.034828 0.420915
0.337759 0.034828 0.415738
0.341037 0.034828 0.410384
0.344314 0.034828 0.404856
0.347592 0.034828 0.399157
0.350870 0.034828 0.393289
0.354147 0.034828 0.387253
0.357425 0.034828 0.381054
0.360702 0.034828 0.374693
0.363980 0.034828 0.368173
0.367258 0.034828 0.361496
0.370535 0.034828 0.354667
0.373813 0.034828 0.347687
0.377090 0.034828 0.340560
0.380368 0.034828 0.333288
0.383645 0.034828 0.325875
0.386923 0.034828 0.318323
0.390201 0.034828 0.310637
0.393478 0.034828 0.302819
0.396756 0.034828 0.294873
0.400033 0.034828 0.286801
0.403311 0.034828 0.278608
0.406589 0.034828 0.270297
0.409866 0.034828 0.261871
0.413144 0.034828 0.253334
0.416421 0.034828 0.244689
0.419699 0.034828 0.235941
0.422977 0.034828 0.227093
0.426254 0.034828 0.218148
0.429532 0.034828 0.209111
0.432809 0.034828 0.199985
0.436087 0.034828 0.190775
0.439365 0.034828 0.181483
0.442642 0.034828 0.172115
0.445920 0.034828 0.162673
0.449197 0.034828 0.153163
0.452475 0.034828 0.143588
0.455753 0.034828 0.133951
0.459030 0.034828 0.124258
0.462308 0.034828 0.114513
0.465585 0.034828 0.104718
0.468863 0.034828 0.094879
0.472140 0.034828 0.085000
0.475418 0.034828 0.075085
0.478696 0.034828 0.065139
0.481973 0.034828 0.055164
0.485251 0.034828 0.045166
0.488528 0.034828 0.035149
0.491806 0.034828 0.025117
0.495084 0.034828 0.015075
0.498361 0.034828 0.005026
0.501639 0.034828 -0.005026
0.504916 0.034828 -0.015075
0.508194 0.034828 -0.025117
0.511472 0.034828 -0.035149
0.514749 0.034828 -0.045166
0.518027 0.034828 -0.055164
0.521304 0.034828 -0.065139
0.524582 0.034828 -0.075085
0.527860 0.034828 -0.085000
0.531137 0.034828 -0.094879
0.534415 0.034828 -0.104718
0.537692 0.034828 -0.114513
0.540970 0.034828 -0.124258
0.544247 0.034828 -0.133951
0.547525 0.034828 -0.143588
0.550803 0.034828 -0.153163
0.554080 0.034828 -0.162673
0.557358 0.034828 -0.172115
0.560635 0.034828 -0.181483
0.563913 0.034828 -0.190775
0.567191 0.034828 -0.199985
0.570468 0.034828 -0.209111
0.573746 0.034828 -0.218148
0.577023 0.034828 -0.227093
0.580301 0.034828 -0.235941
0.583579 0.034828 -0.244689
0.586856 0.034828 -0.253334
0.590134 0.034828 -0.261871
0.593411 0.034828 -0.270297
0.596689 0.034828 -0.278608
0.599967 0.034828 -0.286801
0.603244 0.034828 -0.294873
0.606522 0.034828 -0.302819
0.609799 0.034828 -0.310637
0.613077 0.034828 -0.318323
0.616355 0.034828 -0.325875
0.619632 0.034828 -0.333288
0.622910 0.034828 -0.340560
0.626187 0.034828 -0.347687
0.629465 0.034828 -0.354667
0.632742 0.034828 -0.361496
0.636020 0.034828 -0.368173
0.639298 0.034828 -0.374693
0.642575 0.034828 -0.381054
0.645853 0.034828 -0.387253
0.649130 0.034828 -0.393289
0.652408 0.034828 -0.399157
0.655686 0.034828 -0.404856
0.658963 0.034828 -0.410384
0.662241 0.034828 -0.415738
0.665518 0.034828 -0.420915
0.668796 0.034828 -0.425913
0.672074 0.034828 -0.430732
0.675351 0.034828 -0.435367
0.678629 0.034828 -0.439818
0.681906 0.034828 -0.444082
0.685184 0.034828 -0.448158
0.688462 0.034828 -0.452044
0.691739 0.034828 -0.455738
0.695017 0.034828 -0.459239
0.698294 0.034828 -0.462545
0.701572 0.034828 -0.465655
0.704849 0.034828 -0.468568
0.708127 0.034828 -0.471281
0.711405 0.034828 -0.473795
0.714682 0.034828 -0.476108
0.717960 0.034828 -0.478219
0.721237 0.034828 -0.480128
0.724515 0.034828 -0.481832
0.727793 0.034828 -0.483333
0.731070 0.034828 -0.484628
0.734348 0.034828 -0.485718
0.737625 0.034828 -0.486602
0.740903 0.034828 -0.487279
0.744181 0.034828 -0.487750
0.747458 0.034828 -0.488014
0.750736 0.034828 -0.488071
0.754013 0.034828 -0.487921
0.757291 0.034828 -0.487564
0.760569 0.034828 -0.487001
0.763846 0.034828 -0.486230
0.767124 0.034828 -0.485254
0.770401 0.034828 -0.484072
0.773679 0.034828 -0.482684
0.776957 0.034828 -0.481092
0.780234 0.034828 -0.479296
0.783512 0.034828 -0.477297
0.786789 0.034828 -0.475095
0.790067 0.034828 -0.472691
0.793344 0.034828 -0.470088
0.796622 0.034828 -0.467284
0.799900 0.034828 -0.464283
0.803177 0.034828 -0.461085
0.806455 0.034828 -0.457691
0.809732 0.034828 -0.454103
0.813010 0.034828 -0.450323
0.816288 0.034828 -0.446351
0.819565 0.034828 -0.442191
0.822843 0.034828 -0.437842
0.826120 0.034828 -0.433308
0.829398 0.034828 -0.428591
0.832676 0.034828 -0.423691
0.835953 0.034828 -0.418612
0.839231 0.034828 -0.413356
0.842508 0.034828 -0.407924
0.845786 0.034828 -0.402319
0.849064 0.034828 -0.396543
0.852341 0.034828 -0.390599
0.855619 0.034828 -0.384490
0.858896 0.034828 -0.378218
0.862174 0.034828 -0.371785
0.865452 0.034828 -0.365194
0.868729 0.034828 -0.358449
0.872007 0.034828 -0.351552
0.875284 0.034828 -0.344505
0.878562 0.034828 -0.337312
0.881839 0.034828 -0.329977
0.885117 0.034828 -0.322501
0.888395 0.034828 -0.314889
0.891672 0.034828 -0.307143
0.894950 0.034828 -0.299267
0.898227 0.034828 -0.291264
0.901505 0.034828 -0.283137
0.904783 0.034828 -0.274891
0.908060 0.034828 -0.266527
0.911338 0.034828 -0.258051
0.914615 0.034828 -0.249466
0.917893 0.034828 -0.240774
0.921171 0.034828 -0.231980
0.924448 0.034828 -0.223089
0.927726 0.034828 -0.214102
0.931003 0.034828 -0.205025
0.934281 0.034828 -0.195860
0.937559 0.034828 -0.186613
0.940836 0.034828 -0.177286
0.944114 0.034828 -0.167885
0.947391 0.034828 -0.158412
0.950669 0.034828 -0.148872
0.953946 0.034828 -0.139268
0.957224 0.034828 -0.129606
0.960502 0.034828 -0.119889
0.963779 0.034828 -0.110121
0.967057 0.034828 -0.100306
0.970334 0.034828 -0.090449
0.973612 0.034828 -0.080553
0.976890 0.034828 -0.070623
0.980167 0.034828 -0.060663
0.983445 0.034828 -0.050678
0.986722 0.034828 -0.040671
0.990000 0.034828 -0.030647
0.010000 0.037931 0.030508
0.013278 0.037931 0.040487
0.016555 0.037931 0.050448
0.019833 0.037931 0.060389
0.023110 0.037931 0.070303
0.026388 0.037931 0.080188
0.029666 0.037931 0.090039
0.032943 0.037931 0.099852
0.036221 0.037931 0.109622
0.039498 0.037931 0.119346
0.042776 0.037931 0.129020
0.046054 0.037931 0.138638
0.049331 0.037931 0.148198
0.052609 0.037931 0.157695
0.055886 0.037931 0.167125
0.059164 0.037931 0.176484
0.062441 0.037931 0.185768
0.065719 0.037931 0.194974
0.068997 0.037931 0.204097
0.072274 0.037931 0.213133
0.075552 0.037931 0.222079
0.078829 0.037931 0.230930
0.082107 0.037931 0.239684
0.085385 0.037931 0.248336
0.088662 0.037931 0.256883
0.091940 0.037931 0.265321
0.095217 0.037931 0.273646
0.098495 0.037931 0.281856
0.101773 0.037931 0.289946
0.105050 0.037931 0.297912
0.108328 0.037931 0.305753
0.111605 0.037931 0.313464
0.114883 0.037931 0.321042
0.118161 0.037931 0.328483
0.121438 0.037931 0.335786
0.124716 0.037931 0.342946
0.127993 0.037931 0.349960
0.131271 0.037931 0.356826
0.134548 0.037931 0.363541
0.137826 0.037931 0.370102
0.141104 0.037931 0.376506
0.144381 0.037931 0.382750
0.147659 0.037931 0.388831
0.150936 0.037931 0.394748
0.154214 0.037931 0.400498
0.157492 0.037931 0.406077
0.160769 0.037931 0.411485
0.164047 0.037931 0.416717
0.167324 0.037931 0.421774
0.170602 0.037931 0.426651
0.173880 0.037931 0.431347
0.177157 0.037931 0.435861
0.180435 0.037931 0.440189
0.183712 0.037931 0.444331
0.186990 0.037931 0.448284
0.190268 0.037931 0.452048
0.193545 0.037931 0.455619
0.196823 0.037931 0.458998
0.200100 0.037931 0.462182
0.203378 0.037931 0.465169
0.206656 0.037931 0.467960
0.209933 0.037931 0.470552
0.213211 0.037931 0.472944
0.216488 0.037931 0.475136
0.219766 0.037931 0.477127
0.223043 0.037931 0.478915
0.226321 0.037931 0.480500
0.229599 0.037931 0.481881
0.232876 0.037931 0.483058
0.236154 0.037931 0.484030
0.239431 0.037931 0.484796
0.242709 0.037931 0.485357
0.245987 0.037931 0.485713
0.249264 0.037931 0.485862
0.252542 0.037931 0.485805
0.255819 0.037931 0.485542
0.259097 0.037931 0.485074
0.262375 0.037931 0.484399
0.265652 0.037931 0.483519
0.268930 0.037931 0.482434
0.272207 0.037931 0.481145
0.275485 0.037931 0.479651
0.278763 0.037931 0.477954
0.282040 0.037931 0.476055
0.285318 0.037931 0.473953
0.288595 0.037931 0.471651
0.291873 0.037931 0.469148
0.295151 0.037931 0.466447
0.298428 0.037931 0.463547
0.301706 0.037931 0.460451
0.304983 0.037931 0.457160
0.308261 0.037931 0.453675
0.311538 0.037931 0.449998
0.314816 0.037931 0.446129
0.318094 0.037931 0.442072
0.321371 0.037931 0.437827
0.324649 0.037931 0.433396
0.327926 0.037931 0.428782
0.331204 0.037931 0.423986
0.334482 0.037931 0.419010
0.337759 0.037931 0.413856
0.341037 0.037931 0.408526
0.344314 0.037931 0.403024
0.347592 0.037931 0.397350
0.350870 0.037931 0.391509
0.354147 0.037931 0.385501
0.357425 0.037931 0.379329
0.360702 0.037931 0.372997
0.363980 0.037931 0.366506
0.367258 0.037931 0.359860
0.370535 0.037931 0.353062
0.373813 0.037931 0.346113
0.377090 0.037931 0.339018
0.380368 0.037931 0.331779
0.383645 0.037931 0.324400
0.386923 0.037931 0.316883
0.390201 0.037931 0.309231
0.393478 0.037931 0.301448
0.396756 0.037931 0.293538
0.400033 0.037931 0.285503
0.403311 0.037931 0.277347
0.406589 0.037931 0.269073
0.409866 0.037931 0.260685
0.413144 0.037931 0.252187
0.416421 0.037931 0.243582
0.419699 0.037931 0.234873
0.422977 0.037931 0.226065
0.426254 0.037931 0.217161
0.429532 0.037931 0.208165
0.432809 0.037931 0.199080
0.436087 0.037931 0.189911
0.439365 0.037931 0.180662
0.442642 0.037931 0.171336
0.445920 0.037931 0.161937
0.449197 0.037931 0.152470
0.452475 0.037931 0.142938
0.455753 0.037931 0.133345
0.459030 0.037931 0.123696
0.462308 0.037931 0.113994
0.465585 0.037931 0.104244
0.468863 0.037931 0.094450
0.472140 0.037931 0.084616
0.475418 0.037931 0.074746
0.478696 0.037931 0.064844
0.481973 0.037931 0.054914
0.485251 0.037931 0.044962
0.488528 0.037931 0.034990
0.491806 0.037931 0.025003
0.495084 0.037931 0.015006
0.498361 0.037931 0.005003
0.501639 0.037931 -0.005003
0.504916 0.037931 -0.015006
0.508194 0.037931 -0.025003
0.511472 0.037931 -0.034990
0.514749 0.037931 -0.044962
0.518027 0.037931 -0.054914
0.521304 0.037931 -0.064844
0.524582 0.037931 -0.074746
0.527860 0.037931 -0.084616
0.531137 0.037931 -0.094450
0.534415 0.037931 -0.104244
0.537692 0.037931 -0.113994
0.540970 0.037931 -0.123696
0.544247 0.037931 -0.133345
0.547525 0.037931 -0.142938
0.550803 0.037931 -0.152470
0.554080 0.037931 -0.161937
0.557358 0.037931 -0.171336
0.560635 0.037931 -0.180662
0.563913 0.037931 -0.189911
0.567191 0.037931 -0.199080
0.570468 0.037931 -0.208165
0.573746 0.037931 -0.217161
0.577023 0.037931 -0.226065
0.580301 0.037931 -0.234873
0.583579 0.037931 -0.243582
0.586856 0.037931 -0.252187
0.590134 0.037931 -0.260685
0.593411 0.037931 -0.269073
0.596689 0.037931 -0.277347
0.599967 0.037931 -0.285503
0.603244 0.037931 -0.293538
0.606522 0.037931 -0.301448
0.609799 0.037931 -0.309231
0.613077 0.037931 -0.316883
0.616355 0.037931 -0.324400
0.619632 0.037931 -0.331779
0.622910 0.037931 -0.339018
0.626187 0.037931 -0.346113
0.629465 0.037931 -0.353062
0.632742 0.037931 -0.359860
0.636020 0.037931 -0.366506
0.639298 0.037931 -0.372997
0.642575 0.037931 -0.379329
0.645853 0.037931 -0.385501
0.649130 0.037931 -0.391509
0.652408 0.037931 -0.397350
0.655686 0.037931 -0.403024
0.658963 0.037931 -0.408526
0.662241 0.037931 -0.413856
0.665518 0.037931 -0.419010
0.668796 0.037931 -0.423986
0.672074 0.037931 -0.428782
0.675351 0.037931 -0.433396
0.678629 0.037931 -0.437827
0.681906 0.037931 -0.442072
0.685184 0.037931 -0.446129
0.688462 0.037931 -0.449998
0.691739 0.037931 -0.453675
0.695017 0.037931 -0.457160
0.698294 0.037931 -0.460451
0.701572 0.037931 -0.463547
0.704849 0.037931 -0.466447
0.708127 0.037931 -0.469148
0.711405 0.037931 -0.471651
0.714682 0.037931 -0.473953
0.717960 0.037931 -0.476055
0.721237 0.037931 -0.477954
0.724515 0.037931 -0.479651
0.727793 0.037931 -0.481145
0.731070 0.037931 -0.482434
0.734348 0.037931 -0.483519
0.737625 0.037931 -0.484399
0.740903 0.037931 -0.485074
0.744181 0.037931 -0.485542
0.747458 0.037931 -0.485805
0.750736 0.037931 -0.485862
0.754013 0.037931 -0.485713
0.757291 0.037931 -0.485357
0.760569 0.037931 -0.484796
0.763846 0.037931 -0.484030
0.767124 0.037931 -0.483058
0.770401 0.037931 -0.481881
0.773679 0.037931 -0.480500
0.776957 0.037931 -0.478915
0.780234 0.037931 -0.477127
0.783512 0.037931 -0.475136
0.786789 0.037931 -0.472944
0.790067 0.037931 -0.470552
0.793344 0.037931 -0.467960
0.796622 0.037931 -0.465169
0.799900 0.037931 -0.462182
0.803177 0.037931 -0.458998
0.806455 0.037931 -0.455619
0.809732 0.037931 -0.452048
0.813010 0.037931 -0.448284
0.816288 0.037931 -0.444331
0.819565 0.037931 -0.440189
0.822843 0.037931 -0.435861
0.826120 0.037931 -0.431347
0.829398 0.037931 -0.426651
0.832676 0.037931 -0.421774
0.835953 0.037931 -0.416717
0.839231 0.037931 -0.411485
0.842508 0.037931 -0.406077
0.845786 0.037931 -0.400498
0.849064 0.037931 -0.394748
0.852341 0.037931 -0.388831
0.855619 0.037931 -0.382750
0.858896 0.037931 -0.376506
0.862174 0.037931 -0.370102
0.865452 0.037931 -0.363541
0.868729 0.037931 -0.356826
0.872007 0.037931 -0.349960
0.875284 0.037931 -0.342946
0.878562 0.037931 -0.335786
0.881839 0.037931 -0.328483
0.885117 0.037931 -0.321042
0.888395 0.037931 -0.313464
0.891672 0.037931 -0.305753
0.894950 0.037931 -0.297912
0.898227 0.037931 -0.289946
0.901505 0.037931 -0.281856
0.904783 0.037931 -0.273646
0.908060 0.037931 -0.265321
0.911338 0.037931 -0.256883
0.914615 0.037931 -0.248336
0.917893 0.037931 -0.239684
0.921171 0.037931 -0.230930
0.924448 0.037931 -0.222079
0.927726 0.037931 -0.213133
0.931003 0.037931 -0.204097
0.934281 0.037931 -0.194974
0.937559 0.037931 -0.185768
0.940836 0.037931 -0.176484
0.944114 0.037931 -0.167125
0.947391 0.037931 -0.157695
0.950669 0.037931 -0.148198
0.953946 0.037931 -0.138638
0.957224 0.037931 -0.129020
0.960502 0.037931 -0.119346
0.963779 0.037931 -0.109622
0.967057 0.037931 -0.099852
0.970334 0.037931 -0.090039
